ticker,company,industry,source_sector,source_industry,classification_source,source_url
STRT,STRATTEC SECURITY CORPORATION Common Stock,Consumer Durables,Consumer Discretionary,Auto Parts:O.E.M.,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VNRX,VolitionRX Limited Common Stock,Healthcare Devices and Supplies,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PPSI,Pioneer Power Solutions Inc. Common Stock,Commercial Products,Industrials,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MSGM,Motorsport Games Inc. Class A Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FLYX,flyExclusive Inc. Class A Common Stock,Transportation,Consumer Discretionary,Transportation Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FLXS,Flexsteel Industries Inc. Common Stock,Consumer Durables,Consumer Discretionary,Home Furnishings,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ADTX,Aditxt Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NCRA,Nocera Inc. Common Stock,Agriculture,Consumer Staples,Farming/Seeds/Milling,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GLSI,Greenwich LifeSciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GNPX,Genprex Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MNOV,Medicinova Inc Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CNSP,CNS Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DJCO,Daily Journal Corp. (S.C.) Common Stock,Media,Consumer Discretionary,Newspapers/Magazines,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SKYQ,Sky Quarry Inc. Common Stock,Commercial Services,Industrials,Environmental Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DRMA,Dermata Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SHFS,SHF Holdings Inc. Class A Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BCG,Binah Capital Group Inc. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IPST,IP Strategy Holdings,Capital Markets/Institutions,Financials,Capital Markets,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/ipst/
CDT,Conduit Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BOF,BranchOut Food Inc. Common Stock,Consumer Non-Durables,Consumer Staples,Packaged Foods,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NXXT,NextNRG Inc. Common Stock,Retail,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BOXL,Boxlight Corporation Class A Common Stock,Other Information Technology,Technology,Education technology hardware/software,Current business fit override,https://stockanalysis.com/stocks/boxl/
AMIX,Autonomix Medical Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MRKR,Marker Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CLRO,ClearOne Inc. (DE) Common Stock,Communications and Networking,Utilities,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BFRG,Bullfrog AI Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
